t,u,y,r
0.0,0.0,0.0,0
0.001,0.0,0.0,0
0.002,0.0,0.0,0
0.003,0.0,0.0,0
0.004,0.0,0.0,0
0.005,0.0,0.0,0
0.006,0.0,0.0,0
0.007,0.0,0.0,0
0.008,0.0,0.0,0
0.009000000000000001,0.0,0.0,0
0.010000000000000002,0.0,0.0,0
0.011000000000000003,0.0,0.0,0
0.012000000000000004,0.0,0.0,0
0.013000000000000005,0.0,0.0,0
0.014000000000000005,0.0,0.0,0
0.015000000000000006,0.0,0.0,0
0.016000000000000007,0.0,0.0,0
0.017000000000000008,0.0,0.0,0
0.01800000000000001,0.0,0.0,0
0.01900000000000001,0.0,0.0,0
0.02000000000000001,0.0,0.0,0
0.02100000000000001,0.0,0.0,0
0.022000000000000013,0.0,0.0,0
0.023000000000000013,0.0,0.0,0
0.024000000000000014,0.0,0.0,0
0.025000000000000015,0.0,0.0,0
0.026000000000000016,0.0,0.0,0
0.027000000000000017,0.0,0.0,0
0.028000000000000018,0.0,0.0,0
0.02900000000000002,0.0,0.0,0
0.03000000000000002,0.0,0.0,0
0.03100000000000002,0.0,0.0,0
0.03200000000000002,0.0,0.0,0
0.03300000000000002,0.0,0.0,0
0.03400000000000002,0.0,0.0,0
0.035000000000000024,0.0,0.0,0
0.036000000000000025,0.0,0.0,0
0.037000000000000026,0.0,0.0,0
0.03800000000000003,0.0,0.0,0
0.03900000000000003,0.0,0.0,0
0.04000000000000003,0.0,0.0,0
0.04100000000000003,0.0,0.0,0
0.04200000000000003,0.0,0.0,0
0.04300000000000003,0.0,0.0,0
0.04400000000000003,0.0,0.0,0
0.04500000000000003,0.0,0.0,0
0.046000000000000034,0.0,0.0,0
0.047000000000000035,0.0,0.0,0
0.048000000000000036,0.0,0.0,0
0.04900000000000004,0.0,0.0,0
0.05000000000000004,0.0,0.0,0
0.05100000000000004,0.0,0.0,0
0.05200000000000004,0.0,0.0,0
0.05300000000000004,0.0,0.0,0
0.05400000000000004,0.0,0.0,0
0.05500000000000004,0.0,0.0,0
0.05600000000000004,0.0,0.0,0
0.057000000000000044,0.0,0.0,0
0.058000000000000045,0.0,0.0,0
0.059000000000000045,0.0,0.0,0
0.060000000000000046,0.0,0.0,0
0.06100000000000005,0.0,0.0,0
0.06200000000000005,0.0,0.0,0
0.06300000000000004,0.0,0.0,0
0.06400000000000004,0.0,0.0,0
0.06500000000000004,0.0,0.0,0
0.06600000000000004,0.0,0.0,0
0.06700000000000005,0.0,0.0,0
0.06800000000000005,0.0,0.0,0
0.06900000000000005,0.0,0.0,0
0.07000000000000005,0.0,0.0,0
0.07100000000000005,0.0,0.0,0
0.07200000000000005,0.0,0.0,0
0.07300000000000005,0.0,0.0,0
0.07400000000000005,0.0,0.0,0
0.07500000000000005,0.0,0.0,0
0.07600000000000005,0.0,0.0,0
0.07700000000000005,0.0,0.0,0
0.07800000000000006,0.0,0.0,0
0.07900000000000006,0.0,0.0,0
0.08000000000000006,0.0,0.0,0
0.08100000000000006,0.0,0.0,0
0.08200000000000006,0.0,0.0,0
0.08300000000000006,0.0,0.0,0
0.08400000000000006,0.0,0.0,0
0.08500000000000006,0.0,0.0,0
0.08600000000000006,0.0,0.0,0
0.08700000000000006,0.0,0.0,0
0.08800000000000006,0.0,0.0,0
0.08900000000000007,0.0,0.0,0
0.09000000000000007,0.0,0.0,0
0.09100000000000007,0.0,0.0,0
0.09200000000000007,0.0,0.0,0
0.09300000000000007,0.0,0.0,0
0.09400000000000007,0.0,0.0,0
0.09500000000000007,0.0,0.0,0
0.09600000000000007,0.0,0.0,0
0.09700000000000007,0.0,0.0,0
0.09800000000000007,0.0,0.0,0
0.09900000000000007,0.0,0.0,0
0.10000000000000007,450.0,0.0,1
0.10100000000000008,473.6027354338923,0.14762098847751745,1
0.10200000000000008,354.9892899254112,0.3817775637948851,1
0.10300000000000008,247.42758718002378,0.5740465479631618,1
0.10400000000000008,172.2767297119923,0.7026436877771202,1
0.10500000000000008,118.7619904335211,0.7958817681502401,1
0.10600000000000008,79.63577887682709,0.8642078567047786,1
0.10700000000000008,55.51330860525559,0.9041639761247657,1
0.10800000000000008,36.71514405896325,0.9379600617090843,1
0.10900000000000008,24.573121227304018,0.9581917196208948,1
0.11000000000000008,18.329240220234272,0.9680253878670703,1
0.11100000000000008,14.408136338079368,0.9747758692401267,1
0.11200000000000009,11.342320634813557,0.9802418882778597,1
0.11300000000000009,9.427519395744365,0.9834061165034651,1
0.11400000000000009,8.335660340163143,0.9852014397868906,1
0.11500000000000009,7.388252429982025,0.9869495260690353,1
0.11600000000000009,6.88182807073326,0.9877267304309675,1
0.11700000000000009,6.558750457116523,0.9882906006731587,1
0.11800000000000009,6.316899237664472,0.9887165857210086,1
0.11900000000000009,6.168898054412756,0.9889615230133304,1
0.12000000000000009,6.054522972892952,0.9891679302687336,1
0.1210000000000001,5.9839735025883005,0.9892846199523694,1
0.1220000000000001,5.94786357929517,0.9893426982323805,1
0.1230000000000001,5.927530269201598,0.9893774310262261,1
0.1240000000000001,5.915181693489968,0.9893990839719057,1
0.12500000000000008,5.907136274092666,0.98941378727706,1
0.12600000000000008,5.9014422722168085,0.989424653191702,1
0.12700000000000009,5.897077176526085,0.9894333320908147,1
0.12800000000000009,5.892873255047406,0.9894420897671514,1
0.1290000000000001,5.8889949694358705,0.9894501072140052,1
0.1300000000000001,5.885585173445058,0.989457230677102,1
0.1310000000000001,5.882579229180822,0.9894636346198175,1
0.1320000000000001,5.879861200094559,0.9894695418756015,1
0.1330000000000001,5.877315987554825,0.9894751637312224,1
0.1340000000000001,5.874851555185299,0.9894806625122228,1
0.1350000000000001,5.872410398106583,0.9894861335731021,1
0.1360000000000001,5.869961752396627,0.9894916262206899,1
0.1370000000000001,5.867492094847276,0.9894971606481516,1
0.1380000000000001,5.8649974489845516,0.9895027416510863,1
0.1390000000000001,5.862478257107787,0.9895083672829182,1
0.1400000000000001,5.8599364495010295,0.9895140336383615,1
0.1410000000000001,5.857374022623399,0.9895197370570341,1
0.1420000000000001,5.854792519168,0.9895254748383624,1
0.1430000000000001,5.852192933608022,0.9895312453084867,1
0.1440000000000001,5.849575809953055,0.9895370475895388,1
0.1450000000000001,5.846941410072585,0.9895428812716008,1
0.1460000000000001,5.844289834634842,0.9895487462094851,1
0.1470000000000001,5.841621104664096,0.9895546423820883,1
0.1480000000000001,5.838935209557718,0.9895605698137887,1
0.1490000000000001,5.836232132164151,0.9895665285344236,1
0.1500000000000001,5.833511859502046,0.9895725185634691,1
0.1510000000000001,5.83077438571713,0.9895785399066322,1
0.1520000000000001,5.8280197114991505,0.9895845925578298,1
0.1530000000000001,5.825247842345901,0.9895906765026514,1
0.1540000000000001,5.822458786814258,0.9895967917215548,1
0.1550000000000001,5.819652555177887,0.9896029381922106,1
0.1560000000000001,5.816829158549271,0.9896091158909849,1
0.1570000000000001,5.813988608378269,0.9896153247937575,1
0.1580000000000001,5.8111309162053875,0.9896215648763065,1
0.1590000000000001,5.808256093566368,0.9896278361144436,1
0.16000000000000011,5.805364151974788,0.9896341384840257,1
0.16100000000000012,5.802455102936596,0.9896404719609202,1
0.16200000000000012,5.799528957973112,0.9896468365209609,1
0.16300000000000012,5.79658572864199,0.9896532321399101,1
0.16400000000000012,5.79362542655221,0.9896596587934331,1
0.16500000000000012,5.7906480633734905,0.9896661164570822,1
0.16600000000000012,5.787653650841111,0.9896726051062894,1
0.16700000000000012,5.784642200758249,0.9896791247163623,1
0.16800000000000012,5.781613724996707,0.9896856752624837,1
0.16900000000000012,5.778568235497104,0.9896922567197112,1
0.17000000000000012,5.77550574426851,0.9896988690629778,1
0.17100000000000012,5.772426263388051,0.989705512267093,1
0.17200000000000013,5.7693298050005275,0.9897121863067435,1
0.17300000000000013,5.7662163813183875,0.9897188911564928,1
0.17400000000000013,5.763086004621596,0.9897256267907818,1
0.17500000000000013,5.759938687257414,0.9897323931839291,1
0.17600000000000013,5.756774441640313,0.9897391903101314,1
0.17700000000000013,5.753593280252016,0.9897460181434627,1
0.17800000000000013,5.750395215641321,0.9897528766578758,1
0.17900000000000013,5.747180260424113,0.9897597658272012,1
0.18000000000000013,5.743948427283533,0.9897666856251471,1
0.18100000000000013,5.740699728969506,0.989773636025301,1
0.18200000000000013,5.73743417829891,0.9897806170011283,1
0.18300000000000013,5.734151788155722,0.9897876285259727,1
0.18400000000000014,5.730852571490644,0.9897946705730568,1
0.18500000000000014,5.7275365413214345,0.9898017431154814,1
0.18600000000000014,5.724203710732244,0.989808846126227,1
0.18700000000000014,5.7208540928741645,0.9898159795781523,1
0.18800000000000014,5.717487700964934,0.9898231434439951,1
0.18900000000000014,5.7141045482887955,0.9898303376963729,1
0.19000000000000014,5.710704648196595,0.9898375623077817,1
0.19100000000000014,5.707288014105762,0.9898448172505974,1
0.19200000000000014,5.70385465950005,0.989852102497075,1
0.19300000000000014,5.700404597929743,0.9898594180193492,1
0.19400000000000014,5.6969378430113125,0.9898667637894345,1
0.19500000000000015,5.6934544084276455,0.989874139779225,1
0.19600000000000015,5.689954307927708,0.989881545960495,1
0.19700000000000015,5.686437555326871,0.9898889823048984,1
0.19800000000000015,5.682904164506497,0.9898964487839694,1
0.19900000000000015,5.679354149413946,0.9899039453691227,1
0.20000000000000015,5.675787524062751,0.989911472031653,1
0.20100000000000015,5.672204302532204,0.9899190287427357,1
0.20200000000000015,5.668604498967774,0.9899266154734265,1
0.20300000000000015,5.664988127580507,0.9899342321946623,1
0.20400000000000015,5.661355202647451,0.98994187887726,1
0.20500000000000015,5.6577057385113125,0.9899495554919182,1
0.20600000000000016,5.654039749580529,0.989957262009216,1
0.20700000000000016,5.6503572503290025,0.989964998399614,1
0.20800000000000016,5.646658255296442,0.9899727646334539,1
0.20900000000000016,5.642942779087759,0.989980560680959,1
0.21000000000000016,5.639210836373474,0.989988386512234,1
0.21100000000000016,5.635462441889582,0.989996242097265,1
0.21200000000000016,5.631697610437319,0.9900041274059201,1
0.21300000000000016,5.627916356883215,0.9900120424079493,1
0.21400000000000016,5.62411869615903,0.9900199870729842,1
0.21500000000000016,5.620304643261631,0.9900279613705391,1
0.21600000000000016,5.616474213253086,0.9900359652700098,1
0.21700000000000016,5.612627421260482,0.990043998740675,1
0.21800000000000017,5.608764282475651,0.9900520617516959,1
0.21900000000000017,5.604884812155763,0.9900601542721157,1
0.22000000000000017,5.600989025622427,0.9900682762708611,1
0.22100000000000017,5.597076938262417,0.9900764277167409,1
0.22200000000000017,5.59314856552694,0.9900846085784474,1
0.22300000000000017,5.5892039229319845,0.9900928188245558,1
0.22400000000000017,5.585243026058295,0.9901010584235242,1
0.22500000000000017,5.5812658905510455,0.9901093273436945,1
0.22600000000000017,5.577272532119885,0.9901176255532917,1
0.22700000000000017,5.573262966538913,0.9901259530204247,1
0.22800000000000017,5.569237209646577,0.9901343097130859,1
0.22900000000000018,5.565195277345757,0.9901426955991514,1
0.23000000000000018,5.561137185603441,0.9901511106463814,1
0.23100000000000018,5.5570629504508595,0.9901595548224202,1
0.23200000000000018,5.5529725879832865,0.9901680280947965,1
0.23300000000000018,5.548866114360139,0.990176530430923,1
0.23400000000000018,5.544743545804715,0.9901850617980972,1
0.23500000000000018,5.540604898604441,0.9901936221635006,1
0.23600000000000018,5.536450189110337,0.9902022114942003,1
0.23700000000000018,5.532279433737447,0.9902108297571475,1
0.23800000000000018,5.528092648964415,0.9902194769191788,1
0.23900000000000018,5.5238898513335215,0.9902281529470159,1
0.24000000000000019,5.519671057450822,0.9902368578072656,1
0.2410000000000002,5.515436283985727,0.9902455914664201,1
0.2420000000000002,5.51118554767126,0.9902543538908571,1
0.2430000000000002,5.506918865303737,0.9902631450468402,1
0.2440000000000002,5.502636253742846,0.9902719649005185,1
0.2450000000000002,5.498337729911526,0.9902808134179272,1
0.2460000000000002,5.4940233107959,0.9902896905649875,1
0.2470000000000002,5.489693013445355,0.9902985963075066,1
0.2480000000000002,5.485346854972241,0.9903075306111783,1
0.2490000000000002,5.480984852551991,0.9903164934415825,1
0.25000000000000017,5.476607023422867,0.990325484764186,1
0.25100000000000017,5.472213384886013,0.9903345045443425,1
0.25200000000000017,5.467803954305421,0.990343552747292,1
0.25300000000000017,5.463378749107737,0.9903526293381621,1
0.25400000000000017,5.458937786782322,0.9903617342819673,1
0.25500000000000017,5.454481084881221,0.9903708675436089,1
0.25600000000000017,5.450008661018772,0.9903800290878766,1
0.2570000000000002,5.445520532872018,0.9903892188794466,1
0.2580000000000002,5.441016718180176,0.9903984368828838,1
0.2590000000000002,5.436497234744898,0.99040768306264,1
0.2600000000000002,5.431962100429972,0.9904169573830559,1
0.2610000000000002,5.427411333161531,0.9904262598083594,1
0.2620000000000002,5.422844950927583,0.9904355903026675,1
0.2630000000000002,5.41826297177835,0.9904449488299849,1
0.2640000000000002,5.413665413825913,0.9904543353542054,1
0.2650000000000002,5.4090522952443285,0.9904637498391109,1
0.2660000000000002,5.404423634269326,0.9904731922483728,1
0.2670000000000002,5.399779449198441,0.9904826625455512,1
0.2680000000000002,5.395119758390961,0.990492160694095,1
0.2690000000000002,5.39044458026761,0.9905016866573428,1
0.2700000000000002,5.38575393331085,0.9905112403985223,1
0.2710000000000002,5.381047836064347,0.9905208218807512,1
0.2720000000000002,5.376326307133413,0.9905304310670361,1
0.2730000000000002,5.37158936518437,0.9905400679202744,1
0.2740000000000002,5.3668370289450555,0.9905497324032526,1
0.2750000000000002,5.362069317204207,0.9905594244786482,1
0.2760000000000002,5.357286248811867,0.9905691441090282,1
0.2770000000000002,5.352487842678855,0.9905788912568507,1
0.2780000000000002,5.347674117777279,0.9905886658844636,1
0.2790000000000002,5.342845093139687,0.9905984679541064,1
0.2800000000000002,5.338000787859561,0.9906082974279092,1
0.2810000000000002,5.333141221091266,0.9906181542678927,1
0.2820000000000002,5.32826641204962,0.9906280384359691,1
0.2830000000000002,5.323376380010061,0.990637949893942,1
0.2840000000000002,5.318471144308456,0.9906478886035065,1
0.2850000000000002,5.313550724341013,0.9906578545262493,1
0.2860000000000002,5.308615139564461,0.9906678476236487,1
0.2870000000000002,5.303664409495612,0.9906778678570751,1
0.2880000000000002,5.298698553711557,0.990687915187791,1
0.2890000000000002,5.293717591849483,0.9906979895769509,1
0.2900000000000002,5.288721543606378,0.9907080909856023,1
0.2910000000000002,5.28371042873944,0.9907182193746846,1
0.2920000000000002,5.2786842670655645,0.9907283747050304,1
0.2930000000000002,5.273643078461592,0.9907385569373646,1
0.2940000000000002,5.268586882863867,0.9907487660323057,1
0.2950000000000002,5.263515700268512,0.9907590019503649,1
0.2960000000000002,5.258429550731185,0.990769264651947,1
0.2970000000000002,5.253328454366837,0.9907795540973505,1
0.2980000000000002,5.248212431349877,0.9907898702467673,1
0.2990000000000002,5.243081501914254,0.9908002130602828,1
0.3000000000000002,5.237935686352891,0.9908105824978767,1
0.3010000000000002,5.232775005017907,0.9908209785194229,1
0.3020000000000002,5.227599478320595,0.9908314010846891,1
0.3030000000000002,5.222409126731016,0.9908418501533384,1
0.3040000000000002,5.2172039707784545,0.9908523256849271,1
0.3050000000000002,5.2119840310506085,0.9908628276389078,1
0.3060000000000002,5.206749328194336,0.9908733559746266,1
0.3070000000000002,5.201499882914858,0.9908839106513256,1
0.3080000000000002,5.196235715976162,0.9908944916281418,1
0.3090000000000002,5.190956848200579,0.9909050988641077,1
0.3100000000000002,5.185663300468975,0.9909157323181512,1
0.3110000000000002,5.18035509372052,0.990926391949096,1
0.3120000000000002,5.175032248952482,0.9909370777156621,1
0.3130000000000002,5.169694787220449,0.9909477895764649,1
0.3140000000000002,5.164342729638242,0.990958527490016,1
0.3150000000000002,5.15897609737733,0.9909692914147241,1
0.3160000000000002,5.1535949116673345,0.9909800813088938,1
0.3170000000000002,5.148199193795649,0.9909908971307266,1
0.3180000000000002,5.142788965107443,0.9910017388383209,1
0.31900000000000023,5.1373642470054435,0.9910126063896721,1
0.32000000000000023,5.131925060949985,0.9910234997426731,1
0.32100000000000023,5.126471428458985,0.9910344188551137,1
0.32200000000000023,5.121003371107793,0.9910453636846812,1
0.32300000000000023,5.115520910529009,0.991056334188961,1
0.32400000000000023,5.110024068412365,0.9910673303254364,1
0.32500000000000023,5.1045128665049555,0.9910783520514882,1
0.32600000000000023,5.098987326610746,0.9910893993243961,1
0.32700000000000023,5.0934474705908155,0.9911004721013377,1
0.32800000000000024,5.087893320363083,0.9911115703393892,1
0.32900000000000024,5.082324897902294,0.9911226939955258,1
0.33000000000000024,5.07674222523983,0.9911338430266213,1
0.33100000000000024,5.0711453244637275,0.9911450173894489,1
0.33200000000000024,5.065534217718797,0.9911562170406804,1
0.33300000000000024,5.059908927206043,0.9911674419368874,1
0.33400000000000024,5.054269475182842,0.9911786920345415,1
0.33500000000000024,5.048615883962927,0.9911899672900133,1
0.33600000000000024,5.04294817591635,0.9912012676595735,1
0.33700000000000024,5.037266373469056,0.9912125930993932,1
0.33800000000000024,5.0315704991030366,0.9912239435655438,1
0.33900000000000025,5.025860575356287,0.9912353190139966,1
0.34000000000000025,5.020136624822692,0.9912467194006239,1
0.34100000000000025,5.014398670151714,0.9912581446811989,1
0.34200000000000025,5.008646734048632,0.9912695948113953,1
0.34300000000000025,5.002880839274162,0.9912810697467885,1
0.34400000000000025,4.997101008644566,0.9912925694428549,1
0.34500000000000025,4.991307265031503,0.9913040938549724,1
0.34600000000000025,4.985499631361843,0.9913156429384208,1
0.34700000000000025,4.979678130617785,0.9913272166483813,1
0.34800000000000025,4.97384278583665,0.9913388149399374,1
0.34900000000000025,4.967993620110685,0.9913504377680747,1
0.35000000000000026,4.962130656587132,0.9913620850876814,1
0.35100000000000026,4.95625391846806,0.991373756853548,1
0.35200000000000026,4.9503634290101735,0.9913854530203681,1
0.35300000000000026,4.944459211525043,0.9913971735427376,1
0.35400000000000026,4.938541289378707,0.991408918375156,1
0.35500000000000026,4.932609685991682,0.9914206874720258,1
0.35600000000000026,4.926664424838803,0.9914324807876533,1
0.35700000000000026,4.920705529449167,0.9914442982762484,1
0.35800000000000026,4.914733023406255,0.9914561398919242,1
0.35900000000000026,4.9087469303474975,0.9914680055886984,1
0.36000000000000026,4.902747273964445,0.9914798953204926,1
0.36100000000000027,4.896734078002464,0.991491809041133,1
0.36200000000000027,4.890707366260735,0.9915037467043502,1
